# header
0.000000000000000000e+00,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
2.000000000000000042e-02,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
4.000000000000000083e-02,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
5.999999999999999778e-02,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
8.000000000000000167e-02,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
1.000000000000000056e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
1.199999999999999956e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
1.400000000000000133e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
1.600000000000000033e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
1.799999999999999933e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
2.000000000000000111e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
2.200000000000000011e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
2.399999999999999911e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
2.600000000000000089e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
2.800000000000000266e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
2.999999999999999889e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
3.200000000000000067e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
3.400000000000000244e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
3.599999999999999867e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
3.800000000000000044e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
4.000000000000000222e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
4.199999999999999845e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
4.400000000000000022e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
4.600000000000000200e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
4.799999999999999822e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
5.000000000000000000e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
5.200000000000000178e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
5.400000000000000355e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
5.600000000000000533e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
5.799999999999999600e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
5.999999999999999778e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
6.199999999999999956e-01,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.841070442863890544e-01,4.088721960700757996e-01,5.825562469889338235e-01,6.424444985847832523e-01
